word,rank,cefr,pos,ipa,meaning_vi,example_en,is_concrete_noun,orig_rank,sfi,freq_per_million,topic_code,topic
analyze,1490,B1,v,/ˈænəlˌaɪz/,phân tích,Let's analyze the results.,FALSE,1641,56.83,48,TD,"Tư duy, nhận thức & giác quan"
witness,1491,B1,n,/wˈɪtnəs/,nhân chứng,The witness saw the accident.,FALSE,1642,56.83,48,CT,"Chính trị, luật pháp & quân sự"
mail,1492,B1,n,/mˈeɪl/,"thư từ, bưu phẩm",The mail arrives at noon.,TRUE,1643,56.83,48,GT,"Giao tiếp, ngôn ngữ & truyền thông"
terrible,1493,B1,adj,/tˈɛɹəbəl/,"kinh khủng, tồi tệ",The weather is terrible today.,FALSE,1644,56.83,48,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
researcher,1494,B1,n,/ɹˈisɚtʃɚ/,nhà nghiên cứu,The researcher published a paper.,FALSE,1645,56.82,48,KH,Khoa học & công nghệ
ordinary,1495,B1,adj,/ˈɔɹdənˌɛɹi/,"bình thường, thông thường",It was just an ordinary day.,FALSE,1646,56.8,48,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
selection,1496,B1,n,/səlˈɛkʃən/,sự lựa chọn; tuyển tập,The shop has a good selection.,FALSE,1647,56.78,48,TD,"Tư duy, nhận thức & giác quan"
mental,1497,B1,adj,/mˈɛntəl/,"thuộc tinh thần, trí óc",Mental health is important.,FALSE,1649,56.78,48,SK,Sức khỏe & y tế
participant,1498,B1,n,/pɑɹtˈɪsəpənt/,người tham gia,Each participant got a prize.,FALSE,1650,56.77,48,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
vision,1499,B1,n,/vˈɪʒən/,tầm nhìn; thị lực,She has a clear vision for the future.,FALSE,1651,56.76,47,TD,"Tư duy, nhận thức & giác quan"
personality,1500,B1,n,/pˌɝsənˈælɪti/,"tính cách, cá tính",He has a friendly personality.,FALSE,1652,56.76,47,CX,"Cảm xúc, tính cách & thái độ"
specifically,1501,B2,adv,/spəsˈɪfɪkli/,"cụ thể, đặc biệt là",This book is specifically for beginners.,FALSE,1653,56.76,47,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
fat,1502,B2,adj,/fˈæt/,"béo, mập",The cat is quite fat.,FALSE,1654,56.75,47,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
entry,1503,B2,n,/ˈɛntɹi/,lối vào; mục ghi,The entry is on the left.,FALSE,1655,56.75,47,KG,"Không gian, vị trí & địa lý"
fellow,1504,B2,n,/fˈɛloʊ/,"người bạn, anh chàng",He is a friendly fellow.,FALSE,1656,56.75,47,NG,Con người & cơ thể
chemical,1505,B2,n,/kˈɛməkəl/,hóa chất,This chemical is dangerous.,TRUE,1657,56.75,47,KH,Khoa học & công nghệ
capture,1506,B2,v,/kˈæptʃɚ/,bắt giữ; ghi lại,The camera captured the moment.,FALSE,1658,56.75,47,HD,Hành động & chuyển động
tip,1507,B2,n,/tˈɪp/,"tiền boa; lời khuyên; đầu, mũi",Here is a useful tip.,FALSE,1659,56.74,47,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
discount,1508,B2,n,/dɪskˈaʊnt/,sự giảm giá,They offer a student discount.,FALSE,1660,56.74,47,KT,"Kinh doanh, kinh tế & tài chính"
peak,1509,B2,n,/pˈik/,"đỉnh, chóp",We reached the mountain peak.,FALSE,1661,56.74,47,KG,"Không gian, vị trí & địa lý"
chairman,1510,B2,n,/tʃˈɛɹmən/,chủ tịch,The chairman opened the meeting.,FALSE,1662,56.73,47,CV,Công việc & nghề nghiệp
proportion,1511,B2,n,/pɹəpˈɔɹʃən/,tỷ lệ; phần,A large proportion agreed.,FALSE,1663,56.73,47,SL,"Số lượng, đo lường & kích thước"
ear,1512,B2,n,/ˈiɹ/,tai,The music hurt my ears.,TRUE,1664,56.72,47,NG,Con người & cơ thể
disappear,1513,B2,v,/dˌɪsəpˈɪɹ/,biến mất,The sun disappeared behind clouds.,FALSE,1665,56.71,47,HD,Hành động & chuyển động
shout,1514,B2,v,/ʃˈaʊt/,"hét, la lớn",Don't shout in the library.,FALSE,1666,56.71,47,GT,"Giao tiếp, ngôn ngữ & truyền thông"
yard,1515,B2,n,/jˈɑɹd/,sân; thước Anh,The children play in the yard.,TRUE,1667,56.71,47,NC,"Nhà cửa, đồ vật & trang phục"
constant,1516,B2,adj,/kˈɑnstənt/,liên tục; không đổi,There is constant noise here.,FALSE,1668,56.71,47,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
significantly,1517,B2,adv,/sɪɡnˈɪfɪkəntli/,đáng kể,Sales rose significantly.,FALSE,1669,56.69,47,SL,"Số lượng, đo lường & kích thước"
hill,1518,B2,n,/hˈɪl/,ngọn đồi,We walked up the hill.,TRUE,1670,56.67,46,TN,"Thiên nhiên, môi trường & thời tiết"
considerable,1519,B2,adj,/kənsˈɪdɚəbəl/,"đáng kể, lớn",It took considerable effort.,FALSE,1671,56.67,46,SL,"Số lượng, đo lường & kích thước"
instruction,1520,B2,n,/ˌɪnstɹˈʌkʃən/,"sự hướng dẫn, chỉ dẫn",Follow the instructions carefully.,FALSE,1672,56.67,46,GT,"Giao tiếp, ngôn ngữ & truyền thông"
intelligence,1521,B2,n,/ˌɪntˈɛlədʒəns/,trí thông minh,She has high intelligence.,FALSE,1673,56.67,46,TD,"Tư duy, nhận thức & giác quan"
ideal,1522,B2,adj,/aɪdˈil/,lý tưởng,This is an ideal place to relax.,FALSE,1674,56.66,46,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
folk,1523,B2,n,/fˈoʊk/,dân gian; người dân,I like folk music.,FALSE,1675,56.66,46,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
surely,1524,B2,adv,/ʃˈʊɹli/,chắc chắn,Surely you are joking.,FALSE,1676,56.66,46,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
guard,1525,B2,n,/ɡˈɑɹd/,"người bảo vệ, lính gác",The guard checked our tickets.,TRUE,1677,56.66,46,CT,"Chính trị, luật pháp & quân sự"
cat,1526,B2,n,/kˈæt/,con mèo,The cat is sleeping on the sofa.,TRUE,1678,56.65,46,TN,"Thiên nhiên, môi trường & thời tiết"
somewhat,1527,B2,adv,/sˈʌmwˈʌt/,"hơi, phần nào",I am somewhat tired.,FALSE,1679,56.65,46,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
kiss,1528,B2,v,/kˈɪs/,hôn,She kissed the baby's cheek.,FALSE,1680,56.64,46,CX,"Cảm xúc, tính cách & thái độ"
presentation,1529,B2,n,/pɹˌɛzəntˈeɪʃən/,bài thuyết trình,I have a presentation tomorrow.,FALSE,1681,56.64,46,GT,"Giao tiếp, ngôn ngữ & truyền thông"
joint,1530,B2,adj,/dʒˈɔɪnt/,"chung, liên kết",They made a joint decision.,FALSE,1682,56.64,46,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
compete,1531,B2,v,/kəmpˈit/,"cạnh tranh, thi đấu",Many teams compete in the match.,FALSE,1683,56.64,46,GI,"Nghệ thuật, giải trí & thể thao"
poll,1532,B2,n,/pˈoʊl/,cuộc thăm dò; cuộc bỏ phiếu,The poll shows strong support.,FALSE,1684,56.64,46,CT,"Chính trị, luật pháp & quân sự"
weak,1533,B2,adj,/wˈik/,yếu,The signal here is weak.,FALSE,1685,56.63,46,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
faith,1534,B2,n,/fˈeɪθ/,"niềm tin, đức tin",I have faith in you.,FALSE,1686,56.63,46,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
reduction,1535,B2,n,/ɹədˈʌkʃən/,sự giảm bớt,There was a price reduction.,FALSE,1687,56.62,46,SL,"Số lượng, đo lường & kích thước"
reserve,1536,B2,v,/ɹɪzˈɝv/,đặt trước; dự trữ,I reserved a table for two.,FALSE,1688,56.61,46,HD,Hành động & chuyển động
complaint,1537,B2,n,/kəmplˈeɪnt/,"lời phàn nàn, khiếu nại",They received a customer complaint.,FALSE,1689,56.61,46,GT,"Giao tiếp, ngôn ngữ & truyền thông"
bore,1538,B2,v,/bˈɔɹ/,làm chán,The long film bored me.,FALSE,1690,56.6,46,CX,"Cảm xúc, tính cách & thái độ"
mission,1539,B2,n,/mˈɪʃən/,nhiệm vụ; sứ mệnh,The mission was successful.,FALSE,1691,56.6,46,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
tone,1540,B2,n,/tˈoʊn/,giọng điệu; sắc thái,Her tone was very polite.,FALSE,1693,56.59,46,GT,"Giao tiếp, ngôn ngữ & truyền thông"
neighborhood,1541,B2,n,/nˈeɪbɚhˌʊd/,"khu phố, khu vực lân cận",This is a quiet neighborhood.,FALSE,1694,56.59,46,KG,"Không gian, vị trí & địa lý"
passenger,1542,B2,n,/pˈæsəndʒɚ/,hành khách,The bus was full of passengers.,FALSE,1695,56.59,46,DL,Giao thông & du lịch
justice,1543,B2,n,/dʒˈʌstəs/,công lý; sự công bằng,They fought for justice.,FALSE,1696,56.58,46,CT,"Chính trị, luật pháp & quân sự"
phase,1544,B2,n,/fˈeɪz/,giai đoạn,We are in the first phase.,FALSE,1697,56.58,46,TG,Thời gian
thin,1545,B2,adj,/θˈɪn/,mỏng; gầy,The ice is too thin to walk on.,FALSE,1698,56.58,46,SL,"Số lượng, đo lường & kích thước"
rush,1546,B2,v,/ɹˈʌʃ/,"vội vàng, hối hả",Don't rush your work.,FALSE,1699,56.58,45,HD,Hành động & chuyển động
formal,1547,B2,adj,/fˈɔɹməl/,trang trọng; chính thức,Wear formal clothes to the event.,FALSE,1700,56.57,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
religion,1548,B2,n,/ɹɪlˈɪdʒən/,tôn giáo,They respect every religion.,FALSE,1701,56.57,45,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
employer,1549,B2,n,/ɛmplˈɔɪɚ/,"người chủ, chủ lao động",My employer is very kind.,FALSE,1702,56.57,45,CV,Công việc & nghề nghiệp
reject,1550,B2,v,/ɹɪdʒˈɛkt/,"từ chối, bác bỏ",They rejected my application.,FALSE,1703,56.56,45,GT,"Giao tiếp, ngôn ngữ & truyền thông"
latter,1551,B2,adj,/lˈætɚ/,"cái sau, người sau","Of the two, I prefer the latter.",FALSE,1704,56.56,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
plate,1552,B2,n,/plˈeɪt/,cái đĩa,Put the food on a clean plate.,TRUE,1705,56.56,45,NC,"Nhà cửa, đồ vật & trang phục"
ban,1553,B2,v,/bˈæn/,cấm,They banned smoking indoors.,FALSE,1706,56.55,45,CT,"Chính trị, luật pháp & quân sự"
steal,1554,B2,v,/stˈil/,"ăn trộm, lấy cắp",Someone stole my bike.,FALSE,1707,56.55,45,CT,"Chính trị, luật pháp & quân sự"
protest,1555,B2,v,/pɹˈoʊtˌɛst/,"phản đối, biểu tình",People protested against the law.,FALSE,1708,56.55,45,CT,"Chính trị, luật pháp & quân sự"
index,1556,B2,n,/ˈɪndɛks/,chỉ số; mục lục,Look it up in the index.,FALSE,1709,56.55,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sad,1557,B2,adj,/sˈæd/,buồn,She felt sad after the news.,FALSE,1710,56.54,45,CX,"Cảm xúc, tính cách & thái độ"
frequently,1558,B2,adv,/fɹˈikwəntli/,thường xuyên,He frequently visits us.,FALSE,1711,56.54,45,TG,Thời gian
circle,1559,B2,n,/sˈɝkəl/,vòng tròn,Draw a circle on the paper.,TRUE,1712,56.54,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
helpful,1560,B2,adj,/hˈɛlpfəl/,"hữu ích, giúp ích",The staff were very helpful.,FALSE,1713,56.53,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
command,1561,B2,n,/kəmˈænd/,mệnh lệnh; lệnh,The soldier followed the command.,FALSE,1714,56.53,45,GT,"Giao tiếp, ngôn ngữ & truyền thông"
attractive,1562,B2,adj,/ətɹˈæktɪv/,"hấp dẫn, thu hút",This is an attractive offer.,FALSE,1715,56.52,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
sick,1563,B2,adj,/sˈɪk/,"ốm, bệnh",She is sick and stayed home.,FALSE,1716,56.52,45,SK,Sức khỏe & y tế
impression,1564,B2,n,/ˌɪmpɹˈɛʃən/,ấn tượng,She made a good impression.,FALSE,1717,56.51,45,TD,"Tư duy, nhận thức & giác quan"
unable,1565,B2,adj,/ənˈeɪbəl/,không thể,He was unable to come.,FALSE,1718,56.51,45,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
joke,1566,B2,n,/dʒˈoʊk/,"trò đùa, câu chuyện cười",He told a funny joke.,FALSE,1719,56.51,45,GI,"Nghệ thuật, giải trí & thể thao"
sky,1567,B2,n,/skˈaɪ/,bầu trời,The sky is clear and blue.,FALSE,1720,56.51,45,TN,"Thiên nhiên, môi trường & thời tiết"
column,1568,B2,n,/kˈɑləm/,cột; chuyên mục,Add up the numbers in this column.,FALSE,1721,56.51,45,GT,"Giao tiếp, ngôn ngữ & truyền thông"
electronic,1569,B2,adj,/ˌɪlˌɛktɹˈɑnɪk/,thuộc điện tử,This is an electronic device.,FALSE,1722,56.51,45,KH,Khoa học & công nghệ
impose,1570,B2,v,/ˌɪmpˈoʊz/,áp đặt,They imposed a new tax.,FALSE,1723,56.5,45,HD,Hành động & chuyển động
criminal,1571,B2,n,/kɹˈɪmənəl/,"tội phạm, kẻ phạm tội",The police caught the criminal.,FALSE,1724,56.49,45,CT,"Chính trị, luật pháp & quân sự"
properly,1572,B2,adv,/pɹˈɑpɚli/,"đúng cách, đúng đắn",Do the job properly.,FALSE,1726,56.46,44,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
ancient,1573,B2,adj,/ˈeɪntʃənt/,"cổ xưa, cổ đại",They visited an ancient temple.,FALSE,1727,56.46,44,TG,Thời gian
coast,1574,B2,n,/kˈoʊst/,bờ biển,We drove along the coast.,TRUE,1728,56.45,44,TN,"Thiên nhiên, môi trường & thời tiết"
ill,1575,B2,adj,/ˈɪl/,"ốm, bệnh",She has been ill for a week.,FALSE,1729,56.45,44,SK,Sức khỏe & y tế
kick,1576,B2,v,/kˈɪk/,đá,He kicked the ball hard.,FALSE,1730,56.45,44,HD,Hành động & chuyển động
closely,1577,B2,adv,/klˈoʊsli/,"chặt chẽ, kỹ",Watch the demonstration closely.,FALSE,1731,56.45,44,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
multiple,1578,B2,adj,/mˈʌltəpəl/,"nhiều, đa",There are multiple choices.,FALSE,1732,56.45,44,SL,"Số lượng, đo lường & kích thước"
yield,1579,B2,v,/jˈild/,sinh ra; nhường,The farm yields a lot of rice.,FALSE,1733,56.44,44,HD,Hành động & chuyển động
legislation,1580,B2,n,/lˌɛdʒəslˈeɪʃən/,"pháp luật, luật lệ",New legislation was passed.,FALSE,1735,56.44,44,CT,"Chính trị, luật pháp & quân sự"
county,1581,B2,n,/kˈaʊnti/,hạt (đơn vị hành chính),They live in a rural county.,FALSE,1736,56.43,44,KG,"Không gian, vị trí & địa lý"
mobile,1582,B2,adj,/mˈoʊbəl/,di động,I lost my mobile phone.,FALSE,1738,56.42,44,KH,Khoa học & công nghệ
assistant,1583,B2,n,/əsˈɪstənt/,trợ lý,She is the manager's assistant.,FALSE,1739,56.42,44,CV,Công việc & nghề nghiệp
implement,1584,B2,v,/ˈɪmpləmənt/,"thực hiện, triển khai",They implemented a new rule.,FALSE,1740,56.41,44,HD,Hành động & chuyển động
chart,1585,B2,n,/tʃˈɑɹt/,biểu đồ,The chart shows the results.,FALSE,1741,56.41,44,KH,Khoa học & công nghệ
attach,1586,B2,v,/ətˈætʃ/,đính kèm; gắn,Please attach the file.,FALSE,1742,56.4,44,HD,Hành động & chuyển động
hell,1587,B2,n,/hˈɛl/,địa ngục,The journey was pure hell.,FALSE,1743,56.4,44,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
advise,1588,B2,v,/ædvˈaɪz/,"khuyên, tư vấn",The doctor advised me to rest.,FALSE,1745,56.39,44,GT,"Giao tiếp, ngôn ngữ & truyền thông"
household,1589,B2,n,/hˈaʊshˌoʊld/,hộ gia đình,Each household got a letter.,FALSE,1746,56.39,44,GD,Gia đình & quan hệ thân thuộc
acknowledge,1590,B2,v,/æknˈɑlɪdʒ/,thừa nhận; ghi nhận,She acknowledged her mistake.,FALSE,1747,56.39,44,GT,"Giao tiếp, ngôn ngữ & truyền thông"
reward,1591,B2,n,/ɹɪwˈɔɹd/,phần thưởng,Hard work brings rewards.,FALSE,1748,56.38,43,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
east,1592,B2,n,/ˈist/,phía đông,The sun rises in the east.,FALSE,1749,56.38,43,KG,"Không gian, vị trí & địa lý"
hat,1593,B2,n,/hˈæt/,"cái mũ, nón",He wore a black hat.,TRUE,1750,56.38,43,NC,"Nhà cửa, đồ vật & trang phục"
academic,1594,B2,adj,/ˌækədˈɛmɪk/,thuộc học thuật,She has an academic career.,FALSE,1751,56.37,43,HT,Giáo dục & học tập
voter,1595,B2,n,/vˈoʊtɚ/,"cử tri, người bỏ phiếu",Voters lined up early.,FALSE,1752,56.37,43,CT,"Chính trị, luật pháp & quân sự"
accuse,1596,B2,v,/əkjˈuz/,"buộc tội, cáo buộc",They accused him of lying.,FALSE,1755,56.36,43,CT,"Chính trị, luật pháp & quân sự"
scientific,1597,B2,adj,/sˌaɪəntˈɪfɪk/,thuộc khoa học,This is a scientific study.,FALSE,1756,56.35,43,KH,Khoa học & công nghệ
wage,1598,B2,n,/wˈeɪdʒ/,"tiền lương, tiền công",Workers demanded higher wages.,FALSE,1757,56.35,43,KT,"Kinh doanh, kinh tế & tài chính"
absence,1599,B2,n,/ˈæbsəns/,sự vắng mặt,Her absence was noticed.,FALSE,1758,56.35,43,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
construct,1600,B2,v,/kənstɹˈʌkt/,xây dựng,They constructed a new bridge.,FALSE,1759,56.33,43,NC,"Nhà cửa, đồ vật & trang phục"
remark,1601,B2,n,/ɹɪmˈɑɹk/,lời nhận xét,He made a rude remark.,FALSE,1760,56.33,43,GT,"Giao tiếp, ngôn ngữ & truyền thông"
medicine,1602,B2,n,/mˈɛdəsən/,thuốc; y học,Take your medicine after meals.,TRUE,1761,56.33,43,SK,Sức khỏe & y tế
professor,1603,B2,n,/pɹəfˈɛsɚ/,giáo sư,The professor gave a lecture.,FALSE,1762,56.33,43,HT,Giáo dục & học tập
rare,1604,B2,adj,/ɹˈɛɹ/,"hiếm, hiếm có",This is a rare bird.,FALSE,1763,56.33,43,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
intention,1605,B2,n,/ˌɪntˈɛntʃən/,ý định,I have no intention of leaving.,FALSE,1764,56.33,43,TD,"Tư duy, nhận thức & giác quan"
dozen,1606,B2,n,/dˈʌzən/,tá (mười hai),She bought a dozen eggs.,FALSE,1765,56.32,43,SL,"Số lượng, đo lường & kích thước"
settlement,1607,B2,n,/sˈɛtəlmənt/,khu định cư; sự dàn xếp,They reached a settlement.,FALSE,1766,56.32,43,XH,"Xã hội, cộng đồng, văn hóa & tôn giáo"
gap,1608,B2,n,/ɡˈæp/,"khoảng trống, khe hở",There is a gap in the fence.,FALSE,1767,56.32,43,SL,"Số lượng, đo lường & kích thước"
widely,1609,B2,adv,/wˈaɪdli/,rộng rãi,English is widely spoken.,FALSE,1768,56.3,43,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
minimum,1610,B2,n,/mˈɪnəməm/,mức tối thiểu,This is the minimum price.,FALSE,1769,56.3,43,SL,"Số lượng, đo lường & kích thước"
northern,1611,B2,adj,/nˈɔɹðɚn/,thuộc phía bắc,They live in northern Vietnam.,FALSE,1770,56.3,43,KG,"Không gian, vị trí & địa lý"
estate,1612,B2,n,/ɪstˈeɪt/,bất động sản; điền trang,He owns a large estate.,FALSE,1771,56.3,43,KT,"Kinh doanh, kinh tế & tài chính"
equally,1613,B2,adv,/ˈikwəli/,"như nhau, ngang nhau",Share the food equally.,FALSE,1772,56.29,43,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
expose,1614,B2,v,/ɪkspˈoʊz/,phơi bày; tiếp xúc,Don't expose the film to light.,FALSE,1773,56.29,43,HD,Hành động & chuyển động
alive,1615,B2,adj,/əlˈaɪv/,còn sống,The fish is still alive.,FALSE,1774,56.29,43,NG,Con người & cơ thể
shut,1616,B2,v,/ʃˈʌt/,"đóng, khép",Please shut the window.,FALSE,1775,56.28,42,HD,Hành động & chuyển động
victory,1617,B2,n,/vˈɪktɚi/,chiến thắng,The team celebrated their victory.,FALSE,1776,56.27,42,GI,"Nghệ thuật, giải trí & thể thao"
resolve,1618,B2,v,/ɹizˈɑlv/,giải quyết; quyết tâm,They resolved the conflict.,FALSE,1777,56.27,42,TD,"Tư duy, nhận thức & giác quan"
critic,1619,B2,n,/kɹˈɪtɪk/,nhà phê bình,The critic praised the film.,FALSE,1778,56.27,42,GI,"Nghệ thuật, giải trí & thể thao"
variable,1620,B2,n,/vˈɛɹiəbəl/,biến số; yếu tố thay đổi,Temperature is a variable.,FALSE,1779,56.26,42,KH,Khoa học & công nghệ
enormous,1621,B2,adj,/ɪnˈɔɹməs/,"khổng lồ, to lớn",The building is enormous.,FALSE,1780,56.26,42,SL,"Số lượng, đo lường & kích thước"
sweet,1622,B2,adj,/swˈit/,ngọt; dễ thương,This cake is very sweet.,FALSE,1781,56.26,42,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
permanent,1623,B2,adj,/pˈɝmənənt/,"lâu dài, vĩnh viễn",She got a permanent job.,FALSE,1782,56.25,42,TG,Thời gian
emotion,1624,B2,n,/ɪmˈoʊʃən/,cảm xúc,She hid her emotions.,FALSE,1783,56.25,42,CX,"Cảm xúc, tính cách & thái độ"
pursue,1625,B2,v,/pɚsˈu/,theo đuổi,He decided to pursue a career in art.,FALSE,1784,56.25,42,HD,Hành động & chuyển động
tall,1626,B2,adj,/tˈɔl/,cao (chiều cao),He is very tall.,FALSE,1785,56.24,42,SL,"Số lượng, đo lường & kích thước"
urge,1627,B2,v,/ˈɝdʒ/,"thúc giục, khuyên",I urge you to be careful.,FALSE,1786,56.24,42,GT,"Giao tiếp, ngôn ngữ & truyền thông"
enemy,1628,B2,n,/ˈɛnəmi/,kẻ thù,They defeated the enemy.,FALSE,1787,56.24,42,CT,"Chính trị, luật pháp & quân sự"
appoint,1629,B2,v,/əpˈɔɪnt/,bổ nhiệm; hẹn,They appointed a new manager.,FALSE,1788,56.23,42,CV,Công việc & nghề nghiệp
milk,1630,B2,n,/mˈɪlk/,sữa,I drink milk every morning.,TRUE,1789,56.23,42,AU,Ăn uống & thực phẩm
talent,1631,B2,n,/tˈælənt/,tài năng,She has a talent for music.,FALSE,1790,56.23,42,CX,"Cảm xúc, tính cách & thái độ"
smell,1632,B2,n,/smˈɛl/,mùi,I love the smell of coffee.,FALSE,1791,56.22,42,TD,"Tư duy, nhận thức & giác quan"
prior,1633,B2,adj,/pɹˈaɪɚ/,trước; ưu tiên,No prior experience is needed.,FALSE,1792,56.22,42,TG,Thời gian
priority,1634,B2,n,/pɹaɪˈɔɹəti/,sự ưu tiên,Safety is our top priority.,FALSE,1793,56.22,42,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
online,1635,B2,adj,/ˈɔnlˌaɪn/,trực tuyến,I bought this book online.,FALSE,1794,56.22,42,KH,Khoa học & công nghệ
phrase,1636,B2,n,/fɹˈeɪz/,cụm từ; thành ngữ,Learn this useful phrase.,FALSE,1795,56.19,42,GT,"Giao tiếp, ngôn ngữ & truyền thông"
pilot,1637,B2,n,/pˈaɪlət/,phi công,The pilot landed the plane safely.,TRUE,1796,56.19,42,DL,Giao thông & du lịch
stable,1638,B2,adj,/stˈeɪbəl/,ổn định; vững,His condition is now stable.,FALSE,1797,56.19,42,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
merely,1639,B2,adv,/mˈɪɹli/,"chỉ, đơn thuần",It is merely a suggestion.,FALSE,1798,56.18,42,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
resolution,1640,B2,n,/ɹˌɛzəlˈuʃən/,nghị quyết; sự quyết tâm,I made a New Year resolution.,FALSE,1799,56.18,42,CT,"Chính trị, luật pháp & quân sự"
communicate,1641,B2,v,/kəmjˈunəkˌeɪt/,"giao tiếp, truyền đạt",We communicate by email.,FALSE,1800,56.18,42,GT,"Giao tiếp, ngôn ngữ & truyền thông"
injury,1642,B2,n,/ˈɪndʒɚi/,"vết thương, chấn thương",He suffered a knee injury.,FALSE,1801,56.17,41,SK,Sức khỏe & y tế
vast,1643,B2,adj,/vˈæst/,"rộng lớn, bao la",The desert is vast.,FALSE,1802,56.17,41,SL,"Số lượng, đo lường & kích thước"
exhibition,1644,B2,n,/ˌɛksəbˈɪʃən/,cuộc triển lãm,We saw an art exhibition.,FALSE,1803,56.17,41,GI,"Nghệ thuật, giải trí & thể thao"
producer,1645,B2,n,/pɹədˈusɚ/,nhà sản xuất,He is a film producer.,FALSE,1804,56.17,41,KT,"Kinh doanh, kinh tế & tài chính"
regional,1646,B2,adj,/ɹˈidʒənəl/,"thuộc khu vực, vùng",This is a regional office.,FALSE,1805,56.17,41,KG,"Không gian, vị trí & địa lý"
immediate,1647,B2,adj,/ˌɪmˈidˌiət/,"tức thì, ngay lập tức",We need an immediate answer.,FALSE,1806,56.16,41,TG,Thời gian
incident,1648,B2,n,/ˈɪnsədənt/,"sự việc, vụ việc",The incident was reported.,FALSE,1807,56.16,41,TC,"Tính chất, đánh giá & khái niệm trừu tượng"
childhood,1649,B2,n,/tʃˈaɪldhˌʊd/,thời thơ ấu,She had a happy childhood.,FALSE,1808,56.16,41,NG,Con người & cơ thể
draft,1650,B2,n,/dɹˈæft/,bản nháp; bản thảo,This is the first draft.,FALSE,1809,56.16,41,GT,"Giao tiếp, ngôn ngữ & truyền thông"
slip,1651,B2,v,/slˈɪp/,trượt; tuột,Be careful not to slip.,FALSE,1810,56.16,41,HD,Hành động & chuyển động
accompany,1652,B2,v,/əkˈʌmpəni/,"đi cùng, hộ tống",I will accompany you home.,FALSE,1811,56.16,41,HD,Hành động & chuyển động
politician,1653,B2,n,/pˌɑlətˈɪʃən/,chính trị gia,The politician gave a speech.,FALSE,1812,56.15,41,CT,"Chính trị, luật pháp & quân sự"
angry,1654,B2,adj,/ˈæŋɡɹi/,tức giận,She was angry at the news.,FALSE,1813,56.15,41,CX,"Cảm xúc, tính cách & thái độ"
knock,1655,B2,v,/nˈɑk/,gõ (cửa),Someone is knocking at the door.,FALSE,1814,56.15,41,HD,Hành động & chuyển động
seed,1656,B2,n,/sˈid/,hạt giống,Plant the seeds in spring.,TRUE,1815,56.15,41,TN,"Thiên nhiên, môi trường & thời tiết"
salary,1657,B2,n,/sˈælɚi/,tiền lương,She earns a good salary.,FALSE,1816,56.15,41,KT,"Kinh doanh, kinh tế & tài chính"
illustrate,1658,B2,v,/ˈɪləstɹˌeɪt/,minh họa,The book is well illustrated.,FALSE,1817,56.13,41,GT,"Giao tiếp, ngôn ngữ & truyền thông"
imply,1659,B2,v,/ˌɪmplˈaɪ/,"ngụ ý, ám chỉ",Her silence implied agreement.,FALSE,1818,56.13,41,GT,"Giao tiếp, ngôn ngữ & truyền thông"
breakfast,1660,B2,n,/bɹˈɛkfəst/,bữa sáng,I eat breakfast at seven.,FALSE,1819,56.13,41,AU,Ăn uống & thực phẩm
temporary,1661,B2,adj,/tˈɛmpɚˌɛɹi/,tạm thời,This is a temporary job.,FALSE,1820,56.12,41,TG,Thời gian
liberal,1662,B2,adj,/lˈɪbˌɝəl/,tự do; phóng khoáng,He holds liberal views.,FALSE,1821,56.12,41,CT,"Chính trị, luật pháp & quân sự"
